persona,age,employment_status,monthly_income,monthly_expenses,monthly_savings,emergency_fund,total_debt,investments,insurance_cover,financial_goal,savings_rate,expense_ratio,disposable_income,debt_to_income_ratio,emergency_fund_months,investment_ratio,insurance_ratio,net_monthly_cashflow,financial_health_score
Freelancer,27,Freelancer,56792.0,43162.0,13062.0,281688.0,29291.0,231711.0,8375684.0,Wealth Creation,0.23,0.76,13630.0,0.04,6.53,0.34,12.29,568.0,59.35
Mid Career,42,Salaried,72865.0,28417.0,27689.0,395657.0,2057944.0,612066.0,14724559.0,Children Education,0.38,0.39,44448.0,2.35,13.92,0.7,16.84,16759.0,63.15
Young Salaried,24,Salaried,63985.0,40311.0,16636.0,299450.0,243050.0,99817.0,7409463.0,Buy a Car,0.26,0.63,23674.0,0.32,7.43,0.13,9.65,7038.0,59.28
Freelancer,42,Freelancer,43063.0,24977.0,5598.0,270005.0,20416.0,149859.0,7663491.0,Wealth Creation,0.13,0.58,18086.0,0.04,10.81,0.29,14.83,12488.0,65.02
Student,24,Student,15932.0,12586.0,0.0,9241.0,30655.0,7647.0,491343.0,Emergency Fund,0.0,0.79,3346.0,0.16,0.73,0.04,2.57,3346.0,31.72
Young Salaried,23,Salaried,68496.0,46577.0,21919.0,314397.0,266145.0,271244.0,7849642.0,Wealth Creation,0.32,0.68,21919.0,0.32,6.75,0.33,9.55,0.0,60.94
Freelancer,23,Freelancer,127451.0,58627.0,16569.0,922745.0,188542.0,718824.0,17557650.0,Wealth Creation,0.13,0.46,68824.0,0.12,15.74,0.47,11.48,52255.0,64.98
Young Salaried,24,Salaried,61806.0,26577.0,16688.0,234245.0,273670.0,111251.0,9723320.0,Wealth Creation,0.27,0.43,35229.0,0.37,8.81,0.15,13.11,18541.0,65.3
Young Salaried,23,Salaried,42521.0,24662.0,8079.0,251724.0,138371.0,117358.0,7556832.0,Buy a Car,0.19,0.58,17859.0,0.27,10.21,0.23,14.81,9780.0,64.94
Young Salaried,24,Salaried,38640.0,19320.0,8501.0,154174.0,92758.0,92736.0,4970650.0,Buy a Car,0.22,0.5,19320.0,0.2,7.98,0.2,10.72,10819.0,60.93
Mid Career,32,Salaried,90960.0,34565.0,25469.0,636720.0,1027731.0,840470.0,15543245.0,Buy a House,0.28,0.38,56395.0,0.94,18.42,0.77,14.24,30926.0,69.21
Business Owner,48,Business,101896.0,64194.0,18341.0,683722.0,9654392.0,623604.0,19282799.0,Business,0.18,0.63,37702.0,7.9,10.65,0.51,15.77,19361.0,43.1
Disciplined Saver,38,Freelancer,58279.0,29140.0,26808.0,664963.0,48397.0,958107.0,9909761.0,Wealth Creation,0.46,0.5,29139.0,0.07,22.82,1.37,14.17,2331.0,83.37
Business Owner,52,Business,246995.0,165487.0,59279.0,1447391.0,3497121.0,7735883.0,42562178.0,Wealth Creation,0.24,0.67,81508.0,1.18,8.75,2.61,14.36,22229.0,63.52
Young Salaried,30,Salaried,33494.0,14402.0,9713.0,199959.0,122771.0,136656.0,5840014.0,Buy a Car,0.29,0.43,19092.0,0.31,13.88,0.34,14.53,9379.0,73.7
Financially Stressed,35,Salaried,36088.0,39697.0,1083.0,32118.0,950179.0,12992.0,2468419.0,Emergency Fund,0.03,1.1,-3609.0,2.19,0.81,0.03,5.7,-4692.0,13.86
Business Owner,58,Business,276160.0,173981.0,71802.0,1781232.0,9663164.0,6992371.0,43743744.0,Wealth Creation,0.26,0.63,102179.0,2.92,10.24,2.11,13.2,30377.0,50.6
Financially Stressed,37,Freelancer,43902.0,48292.0,1756.0,36000.0,474719.0,21073.0,3513916.0,Emergency Fund,0.04,1.1,-4390.0,0.9,0.75,0.04,6.67,-6146.0,25.82
Student,23,Student,14922.0,14027.0,1492.0,11341.0,21977.0,8953.0,605236.0,Emergency Fund,0.1,0.94,895.0,0.12,0.81,0.05,3.38,-597.0,34.0
Wealth Builder,32,Salaried,283565.0,102083.0,104919.0,3371588.0,278252.0,8438894.0,82925749.0,Wealth Creation,0.37,0.36,181482.0,0.08,33.03,2.48,24.37,76563.0,87.01
Retired,68,Retired,44027.0,33020.0,10126.0,411652.0,79399.0,1151746.0,6493102.0,Retirement,0.23,0.75,11007.0,0.15,12.47,2.18,12.29,881.0,73.26
Retired,79,Retired,92792.0,69594.0,17630.0,669030.0,90858.0,2215873.0,9988131.0,Retirement,0.19,0.75,23198.0,0.08,9.61,1.99,8.97,5568.0,65.38
Mid Career,44,Salaried,121612.0,49861.0,36484.0,913306.0,1029815.0,1079915.0,28428021.0,Children Education,0.3,0.41,71751.0,0.71,18.32,0.74,19.48,35267.0,72.51
Young Salaried,30,Salaried,74406.0,29762.0,17857.0,250748.0,59407.0,232147.0,12000200.0,Buy a Car,0.24,0.4,44644.0,0.07,8.43,0.26,13.44,26787.0,66.21
Student,22,Student,19984.0,12990.0,1799.0,6195.0,99931.0,2398.0,712230.0,Higher Education,0.09,0.65,6994.0,0.42,0.48,0.01,2.97,5195.0,33.65
Student,22,Student,15125.0,11344.0,908.0,6050.0,9949.0,5445.0,775005.0,Emergency Fund,0.06,0.75,3781.0,0.05,0.53,0.03,4.27,2873.0,35.95
Student,18,Student,6266.0,4887.0,501.0,2318.0,61073.0,752.0,163919.0,Higher Education,0.08,0.78,1379.0,0.81,0.47,0.01,2.18,878.0,28.7
Student,18,Student,8726.0,5934.0,349.0,262.0,55023.0,1047.0,190576.0,Emergency Fund,0.04,0.68,2792.0,0.53,0.04,0.01,1.82,2443.0,28.77
Disciplined Saver,33,Salaried,42348.0,21597.0,18210.0,273145.0,38774.0,391296.0,7353307.0,Wealth Creation,0.43,0.51,20751.0,0.08,12.65,0.77,14.47,2541.0,81.9
Student,22,Student,11956.0,7771.0,1793.0,9565.0,99361.0,1435.0,269727.0,Emergency Fund,0.15,0.65,4185.0,0.69,1.23,0.01,1.88,2392.0,34.82
Student,18,Student,10236.0,7984.0,614.0,205.0,18613.0,0.0,565027.0,Higher Education,0.06,0.78,2252.0,0.15,0.03,0.0,4.6,1638.0,34.25
Young Salaried,26,Salaried,47669.0,32415.0,10010.0,162551.0,213164.0,108685.0,6412434.0,Wealth Creation,0.21,0.68,15254.0,0.37,5.01,0.19,11.21,5244.0,53.15
Young Salaried,30,Salaried,59087.0,40770.0,14181.0,311388.0,95903.0,269437.0,10408766.0,Wealth Creation,0.24,0.69,18317.0,0.14,7.64,0.38,14.68,4136.0,63.62
Student,18,Student,13555.0,11251.0,1627.0,3524.0,13695.0,4880.0,427796.0,Emergency Fund,0.12,0.83,2304.0,0.08,0.31,0.03,2.63,677.0,35.66
Young Salaried,28,Salaried,58437.0,35647.0,18700.0,167130.0,244249.0,273485.0,6493519.0,Buy a Car,0.32,0.61,22790.0,0.35,4.69,0.39,9.26,4090.0,58.14
Retired,74,Retired,124776.0,73618.0,34937.0,877175.0,259451.0,3698361.0,17653308.0,Retirement,0.28,0.59,51158.0,0.17,11.92,2.47,11.79,16221.0,77.81
Freelancer,42,Freelancer,132470.0,75508.0,37092.0,1030617.0,155778.0,476892.0,16420981.0,Emergency Fund,0.28,0.57,56962.0,0.1,13.65,0.3,10.33,19870.0,71.2
Young Salaried,30,Salaried,79752.0,43864.0,19938.0,288702.0,237212.0,47851.0,8680208.0,Buy a Car,0.25,0.55,35888.0,0.25,6.58,0.05,9.07,15950.0,57.93
Financially Stressed,32,Freelancer,39907.0,37114.0,399.0,7183.0,970457.0,9578.0,2978658.0,Emergency Fund,0.01,0.93,2793.0,2.03,0.19,0.02,6.22,2394.0,17.52
Mid Career,45,Salaried,150557.0,66245.0,52695.0,948509.0,973630.0,1770550.0,22294481.0,Children Education,0.35,0.44,84312.0,0.54,14.32,0.98,12.34,31617.0,75.42
Business Owner,31,Business,279406.0,184408.0,75440.0,1377472.0,7885042.0,4928722.0,47811955.0,Wealth Creation,0.27,0.66,94998.0,2.35,7.47,1.47,14.26,19558.0,49.69
High Income High Debt,55,Business,206912.0,142769.0,20691.0,469690.0,4844332.0,1489766.0,37169672.0,Debt Reduction,0.1,0.69,64143.0,1.95,3.29,0.6,14.97,43452.0,35.65
Freelancer,43,Freelancer,67399.0,51897.0,6740.0,405742.0,211467.0,250724.0,9851038.0,Wealth Creation,0.1,0.77,15502.0,0.26,7.82,0.31,12.18,8762.0,53.99
Mid Career,36,Salaried,70466.0,32414.0,24663.0,310755.0,1475016.0,236766.0,16793457.0,Buy a House,0.35,0.46,38052.0,1.74,9.59,0.28,19.86,13389.0,60.96
Young Salaried,30,Salaried,76822.0,30729.0,21510.0,175154.0,206267.0,82968.0,12140949.0,Buy a Car,0.28,0.4,46093.0,0.22,5.7,0.09,13.17,24583.0,61.88
Disciplined Saver,40,Salaried,57024.0,29652.0,25091.0,402019.0,79238.0,574802.0,10469606.0,Wealth Creation,0.44,0.52,27372.0,0.12,13.56,0.84,15.3,2281.0,81.94
Disciplined Saver,38,Salaried,52322.0,18836.0,18836.0,384567.0,61603.0,458341.0,11138307.0,Wealth Creation,0.36,0.36,33486.0,0.1,20.42,0.73,17.74,14650.0,81.04
Mid Career,35,Salaried,77099.0,28527.0,25443.0,353884.0,408244.0,453342.0,16727399.0,Buy a House,0.33,0.37,48572.0,0.44,12.41,0.49,18.08,23129.0,75.81
Young Salaried,24,Salaried,56419.0,27081.0,18618.0,282659.0,57951.0,121865.0,6953078.0,Wealth Creation,0.33,0.48,29338.0,0.09,10.44,0.18,10.27,10720.0,71.49
Mid Career,33,Salaried,140513.0,56205.0,46369.0,883827.0,2401290.0,708186.0,20739719.0,Buy a House,0.33,0.4,84308.0,1.42,15.73,0.42,12.3,37939.0,65.5
Disciplined Saver,38,Salaried,46933.0,16427.0,21120.0,378280.0,89682.0,518140.0,8667586.0,Wealth Creation,0.45,0.35,30506.0,0.16,23.03,0.92,15.39,9386.0,82.97
High Income High Debt,38,Business,485594.0,320492.0,77695.0,529297.0,5948955.0,3787633.0,85483968.0,Debt Reduction,0.16,0.66,165102.0,1.02,1.65,0.65,14.67,87407.0,43.63
Freelancer,42,Freelancer,26053.0,15632.0,7816.0,134173.0,135971.0,62527.0,2757450.0,Emergency Fund,0.3,0.6,10421.0,0.43,8.58,0.2,8.82,2605.0,62.2
High Income High Debt,41,Salaried,845964.0,702150.0,76137.0,2478675.0,17835737.0,6700035.0,143847719.0,Debt Reduction,0.09,0.83,143814.0,1.76,3.53,0.66,14.17,67677.0,35.62
Young Salaried,26,Salaried,47636.0,29058.0,9527.0,178159.0,102390.0,228653.0,6173626.0,Wealth Creation,0.2,0.61,18578.0,0.18,6.13,0.4,10.8,9051.0,57.05
Freelancer,33,Freelancer,33099.0,13902.0,9268.0,209848.0,172798.0,39719.0,5683760.0,Emergency Fund,0.28,0.42,19197.0,0.44,15.09,0.1,14.31,9929.0,71.26
Student,18,Student,19131.0,17792.0,2678.0,574.0,75436.0,2296.0,915992.0,Higher Education,0.14,0.93,1339.0,0.33,0.03,0.01,3.99,-1339.0,33.74
Young Salaried,29,Salaried,53344.0,36274.0,18670.0,300327.0,141980.0,44809.0,5300260.0,Buy a Car,0.35,0.68,17070.0,0.22,8.28,0.07,8.28,-1600.0,64.57
Mid Career,32,Salaried,191769.0,76708.0,57531.0,1031717.0,747658.0,1887007.0,34288297.0,Children Education,0.3,0.4,115061.0,0.32,13.45,0.82,14.9,57530.0,75.98
Retired,59,Retired,87554.0,63039.0,25391.0,884295.0,120364.0,2122309.0,15497058.0,Retirement,0.29,0.72,24515.0,0.11,14.03,2.02,14.75,-876.0,78.1
Mid Career,32,Salaried,135426.0,51462.0,29794.0,1019758.0,726257.0,1121327.0,20866438.0,Children Education,0.22,0.38,83964.0,0.45,19.82,0.69,12.84,54170.0,68.86
Young Salaried,27,Salaried,61548.0,38160.0,12925.0,147100.0,121767.0,192030.0,6831828.0,Wealth Creation,0.21,0.62,23388.0,0.16,3.85,0.26,9.25,10463.0,52.39
Business Owner,57,Business,444215.0,297624.0,115496.0,3073968.0,8234123.0,4477687.0,71589689.0,Business,0.26,0.67,146591.0,1.54,10.33,0.84,13.43,31095.0,58.17
Wealth Builder,49,Business,360812.0,147933.0,165974.0,2933402.0,109104.0,5368883.0,88716455.0,Wealth Creation,0.46,0.41,212879.0,0.03,19.83,1.24,20.49,46905.0,84.57
Freelancer,23,Freelancer,28661.0,21496.0,2866.0,99740.0,205377.0,151330.0,4051519.0,Wealth Creation,0.1,0.75,7165.0,0.6,4.64,0.44,11.78,4299.0,46.16
Disciplined Saver,32,Salaried,59426.0,19016.0,28524.0,641801.0,94438.0,969832.0,12244133.0,Wealth Creation,0.48,0.32,40410.0,0.13,33.75,1.36,17.17,11886.0,84.47
Wealth Builder,50,Salaried,426953.0,209207.0,170781.0,3757186.0,117409.0,7787623.0,111947077.0,Wealth Creation,0.4,0.49,217746.0,0.02,17.96,1.52,21.85,46965.0,85.47
Retired,60,Retired,52795.0,40652.0,11087.0,468292.0,22789.0,1495154.0,7171673.0,Retirement,0.21,0.77,12143.0,0.04,11.52,2.36,11.32,1056.0,72.05
Freelancer,39,Freelancer,134779.0,91650.0,37738.0,483857.0,65988.0,792501.0,15866184.0,Emergency Fund,0.28,0.68,43129.0,0.04,5.28,0.49,9.81,5391.0,59.6
Mid Career,33,Salaried,166121.0,68110.0,43191.0,973469.0,1796188.0,578101.0,38533427.0,Children Education,0.26,0.41,98011.0,0.9,14.29,0.29,19.33,54820.0,67.42
Business Owner,58,Business,432796.0,181774.0,112527.0,3094491.0,3837196.0,4881939.0,73540696.0,Wealth Creation,0.26,0.42,251022.0,0.74,17.02,0.94,14.16,138495.0,70.1
Financially Stressed,34,Freelancer,28854.0,26834.0,289.0,25103.0,226933.0,6925.0,2492986.0,Emergency Fund,0.01,0.93,2020.0,0.66,0.94,0.02,7.2,1731.0,30.84
Young Salaried,23,Salaried,42744.0,18807.0,12823.0,87625.0,169180.0,194913.0,5965353.0,Wealth Creation,0.3,0.44,23937.0,0.33,4.66,0.38,11.63,11114.0,59.98
Young Salaried,30,Salaried,79706.0,35071.0,16738.0,302086.0,111153.0,296506.0,9822967.0,Buy a Car,0.21,0.44,44635.0,0.12,8.61,0.31,10.27,27897.0,62.38
Wealth Builder,58,Salaried,333714.0,160183.0,153508.0,3480637.0,372707.0,19542292.0,74885422.0,Wealth Creation,0.46,0.48,173531.0,0.09,21.73,4.88,18.7,20023.0,94.47
Mid Career,40,Salaried,74730.0,33628.0,19430.0,411762.0,2181182.0,412510.0,16078907.0,Children Education,0.26,0.45,41102.0,2.43,12.24,0.46,17.93,21672.0,55.02
Retired,76,Retired,115129.0,89801.0,14967.0,810508.0,192470.0,1243393.0,17683814.0,Retirement,0.13,0.78,25328.0,0.14,9.03,0.9,12.8,10361.0,60.29
Young Salaried,23,Salaried,53362.0,25614.0,9072.0,268944.0,38595.0,121665.0,8542189.0,Buy a Car,0.17,0.48,27748.0,0.06,10.5,0.19,13.34,18676.0,65.45
Young Salaried,28,Salaried,44554.0,27623.0,14257.0,194255.0,294265.0,32079.0,5977365.0,Buy a Car,0.32,0.62,16931.0,0.55,7.03,0.06,11.18,2674.0,60.56
Mid Career,39,Salaried,172722.0,69089.0,36272.0,1101966.0,1315920.0,932699.0,25473041.0,Buy a House,0.21,0.4,103633.0,0.63,15.95,0.45,12.29,67361.0,65.67
Mid Career,36,Salaried,69155.0,24896.0,17289.0,488234.0,344545.0,224062.0,12539185.0,Children Education,0.25,0.36,44259.0,0.42,19.61,0.27,15.11,26970.0,70.98
Disciplined Saver,47,Freelancer,34402.0,16513.0,12729.0,341956.0,70999.0,272464.0,6724903.0,Wealth Creation,0.37,0.48,17889.0,0.17,20.71,0.66,16.29,5160.0,80.13
Freelancer,36,Freelancer,47227.0,27864.0,12751.0,174740.0,207534.0,198353.0,6035611.0,Emergency Fund,0.27,0.59,19363.0,0.37,6.27,0.35,10.65,6612.0,59.1
Mid Career,36,Salaried,144206.0,57682.0,30283.0,641717.0,536154.0,1245940.0,21925080.0,Buy a House,0.21,0.4,86524.0,0.31,11.13,0.72,12.67,56241.0,67.95
Young Salaried,28,Salaried,77660.0,50479.0,17085.0,208905.0,67376.0,288895.0,8778686.0,Wealth Creation,0.22,0.65,27181.0,0.07,4.14,0.31,9.42,10096.0,54.13
Mid Career,36,Salaried,192043.0,80658.0,65295.0,1284768.0,1557237.0,1060077.0,41734785.0,Children Education,0.34,0.42,111385.0,0.68,15.93,0.46,18.11,46090.0,74.03
Mid Career,34,Salaried,96253.0,44276.0,27913.0,688209.0,2556448.0,1051083.0,22292195.0,Buy a House,0.29,0.46,51977.0,2.21,15.54,0.91,19.3,24064.0,59.75
Mid Career,40,Salaried,146125.0,67218.0,40915.0,1046255.0,2720339.0,964425.0,24426255.0,Children Education,0.28,0.46,78907.0,1.55,15.57,0.55,13.93,37992.0,62.93
Young Salaried,30,Salaried,70360.0,41512.0,17590.0,367983.0,30184.0,236410.0,8122358.0,Buy a Car,0.25,0.59,28848.0,0.04,8.86,0.28,9.62,11258.0,64.26
Student,22,Student,9951.0,6667.0,597.0,3781.0,66761.0,3582.0,575566.0,Emergency Fund,0.06,0.67,3284.0,0.56,0.57,0.03,4.82,2687.0,32.43
Young Salaried,30,Salaried,32108.0,19265.0,8027.0,101461.0,289285.0,107883.0,5671557.0,Buy a Car,0.25,0.6,12843.0,0.75,5.27,0.28,14.72,4816.0,55.69
Mid Career,33,Salaried,91925.0,52397.0,24820.0,556146.0,764767.0,286806.0,19723428.0,Children Education,0.27,0.57,39528.0,0.69,10.61,0.26,17.88,14708.0,66.45
Student,19,Student,15437.0,10034.0,772.0,14665.0,7260.0,7410.0,479782.0,Higher Education,0.05,0.65,5403.0,0.04,1.46,0.04,2.59,4631.0,36.36
Young Salaried,25,Salaried,43792.0,27589.0,12262.0,119990.0,73440.0,47295.0,7346546.0,Buy a Car,0.28,0.63,16203.0,0.14,4.35,0.09,13.98,3941.0,59.39
Mid Career,31,Salaried,72244.0,34677.0,20228.0,554834.0,2569130.0,242740.0,12709164.0,Buy a House,0.28,0.48,37567.0,2.96,16.0,0.28,14.66,17339.0,50.75
Mid Career,42,Salaried,95603.0,52582.0,28681.0,710330.0,466237.0,321226.0,17334736.0,Children Education,0.3,0.55,43021.0,0.41,13.51,0.28,15.11,14340.0,72.84
Mid Career,36,Salaried,151432.0,72687.0,45430.0,1081224.0,2942253.0,1253857.0,24641015.0,Buy a House,0.3,0.48,78745.0,1.62,14.88,0.69,13.56,33315.0,63.48
Mid Career,37,Salaried,154317.0,55554.0,57097.0,1126514.0,1339430.0,1722178.0,28943697.0,Buy a House,0.37,0.36,98763.0,0.72,20.28,0.93,15.63,41666.0,77.02
Young Salaried,30,Salaried,37291.0,18273.0,12306.0,155503.0,50055.0,26850.0,4219850.0,Wealth Creation,0.33,0.49,19018.0,0.11,8.51,0.06,9.43,6712.0,67.12
Student,22,Student,524.0,435.0,68.0,110.0,85445.0,126.0,24335.0,Emergency Fund,0.13,0.83,89.0,13.59,0.25,0.02,3.87,21.0,12.36
Retired,70,Retired,32534.0,21472.0,5531.0,257995.0,470961.0,769104.0,4856676.0,Retirement,0.17,0.66,11062.0,1.21,12.02,1.97,12.44,5531.0,62.25
Business Owner,31,Business,952362.0,390468.0,266661.0,6723676.0,3417067.0,28570860.0,172567994.0,Wealth Creation,0.28,0.41,561894.0,0.3,17.22,2.5,15.1,295233.0,80.13
Student,19,Student,17683.0,11140.0,530.0,4067.0,17566.0,2122.0,587783.0,Higher Education,0.03,0.63,6543.0,0.08,0.37,0.01,2.77,6013.0,33.3
Young Salaried,23,Salaried,54616.0,28400.0,8739.0,294380.0,250772.0,58985.0,9509738.0,Wealth Creation,0.16,0.52,26216.0,0.38,10.37,0.09,14.51,17477.0,62.39
Retired,64,Retired,136884.0,99925.0,26008.0,1234694.0,164339.0,4763563.0,17510201.0,Retirement,0.19,0.73,36959.0,0.1,12.36,2.9,10.66,10951.0,73.33
Young Salaried,26,Salaried,44493.0,21357.0,6674.0,242042.0,152445.0,42713.0,5098898.0,Wealth Creation,0.15,0.48,23136.0,0.29,11.33,0.08,9.55,16462.0,61.01
Mid Career,43,Salaried,67892.0,37341.0,21047.0,541778.0,2587052.0,260705.0,14737995.0,Buy a House,0.31,0.55,30551.0,3.18,14.51,0.32,18.09,9504.0,51.89
Freelancer,23,Freelancer,101696.0,57967.0,18305.0,379326.0,237692.0,341699.0,11837414.0,Emergency Fund,0.18,0.57,43729.0,0.19,6.54,0.28,9.7,25424.0,55.78
Freelancer,41,Freelancer,92911.0,52959.0,26015.0,396730.0,31828.0,256434.0,13903202.0,Wealth Creation,0.28,0.57,39952.0,0.03,7.49,0.23,12.47,13937.0,65.48
Wealth Builder,47,Salaried,168836.0,62469.0,67534.0,1634332.0,400773.0,5753931.0,49394660.0,Wealth Creation,0.4,0.37,106367.0,0.2,26.16,2.84,24.38,38833.0,88.68
Mid Career,30,Salaried,128303.0,52604.0,35925.0,795479.0,1605308.0,1293294.0,23402467.0,Buy a House,0.28,0.41,75699.0,1.04,15.12,0.84,15.2,39774.0,68.98
Young Salaried,25,Salaried,70961.0,35480.0,16321.0,335646.0,223410.0,127730.0,11776688.0,Buy a Car,0.23,0.5,35481.0,0.26,9.46,0.15,13.83,19160.0,65.35
High Income High Debt,37,Salaried,602889.0,518485.0,66318.0,1531338.0,13623130.0,4051414.0,81607055.0,Debt Reduction,0.11,0.86,84404.0,1.88,2.95,0.56,11.28,18086.0,31.4
Retired,78,Retired,119929.0,70758.0,19189.0,1267650.0,437463.0,1395974.0,12016886.0,Retirement,0.16,0.59,49171.0,0.3,17.92,0.97,8.35,29982.0,64.03
Mid Career,41,Salaried,132092.0,60762.0,52837.0,966913.0,2787083.0,1379040.0,30782720.0,Children Education,0.4,0.46,71330.0,1.76,15.91,0.87,19.42,18493.0,69.24
Mid Career,40,Salaried,77470.0,30988.0,23241.0,410591.0,2672310.0,251003.0,14539570.0,Buy a House,0.3,0.4,46482.0,2.87,13.25,0.27,15.64,23241.0,53.14
Student,24,Student,14679.0,11450.0,2055.0,11450.0,98922.0,1761.0,302975.0,Emergency Fund,0.14,0.78,3229.0,0.56,1.0,0.01,1.72,1174.0,33.74
Freelancer,43,Freelancer,98324.0,71777.0,23598.0,670570.0,233959.0,554547.0,15987482.0,Wealth Creation,0.24,0.73,26547.0,0.2,9.34,0.47,13.55,2949.0,64.9
Mid Career,33,Salaried,97357.0,56467.0,27260.0,443948.0,459987.0,537411.0,18400473.0,Children Education,0.28,0.58,40890.0,0.39,7.86,0.46,15.75,13630.0,65.4
Freelancer,37,Freelancer,36419.0,22216.0,7284.0,247649.0,111418.0,205403.0,5812472.0,Emergency Fund,0.2,0.61,14203.0,0.25,11.15,0.47,13.3,6919.0,66.71
High Income High Debt,32,Business,605983.0,509026.0,66658.0,2223958.0,4469774.0,5672001.0,103623093.0,Debt Reduction,0.11,0.84,96957.0,0.61,4.37,0.78,14.25,30299.0,47.48
Business Owner,54,Business,750486.0,307699.0,157602.0,5411004.0,1933626.0,11347348.0,138869929.0,Wealth Creation,0.21,0.41,442787.0,0.21,17.59,1.26,15.42,285185.0,73.38
Young Salaried,24,Salaried,48867.0,26388.0,16126.0,230652.0,255269.0,70368.0,6585317.0,Buy a Car,0.33,0.54,22479.0,0.44,8.74,0.12,11.23,6353.0,65.78
Mid Career,38,Salaried,153831.0,75377.0,55379.0,1158347.0,1474476.0,959905.0,25363655.0,Buy a House,0.36,0.49,78454.0,0.8,15.37,0.52,13.74,23075.0,73.02
Student,20,Student,1704.0,1568.0,170.0,324.0,15688.0,409.0,68092.0,Emergency Fund,0.1,0.92,136.0,0.77,0.21,0.02,3.33,-34.0,27.46
Retired,79,Retired,131870.0,93628.0,26374.0,1304194.0,26359.0,2800919.0,16821337.0,Retirement,0.2,0.71,38242.0,0.02,13.93,1.77,10.63,11868.0,71.28
High Income High Debt,47,Salaried,249167.0,196842.0,49833.0,844676.0,5065581.0,2481703.0,38660752.0,Debt Reduction,0.2,0.79,52325.0,1.69,4.29,0.83,12.93,2492.0,41.91
Business Owner,55,Business,992488.0,645117.0,168723.0,3175962.0,2527268.0,34181287.0,158996578.0,Business,0.17,0.65,347371.0,0.21,4.92,2.87,13.35,178648.0,62.16
Student,23,Student,18621.0,16759.0,2421.0,745.0,85262.0,4469.0,826772.0,Higher Education,0.13,0.9,1862.0,0.38,0.04,0.02,3.7,-559.0,32.55
Student,21,Student,16334.0,10944.0,2287.0,5880.0,53496.0,3920.0,233250.0,Higher Education,0.14,0.67,5390.0,0.27,0.54,0.02,1.19,3103.0,36.13
Young Salaried,29,Salaried,77252.0,49441.0,24721.0,336046.0,232575.0,166864.0,8862349.0,Buy a Car,0.32,0.64,27811.0,0.25,6.8,0.18,9.56,3090.0,61.72
High Income High Debt,55,Business,863153.0,569681.0,60421.0,1242940.0,19021812.0,2796616.0,115593450.0,Debt Reduction,0.07,0.66,293472.0,1.84,2.18,0.27,11.16,233051.0,29.9
Student,20,Student,15639.0,9383.0,1251.0,782.0,98459.0,3753.0,362199.0,Emergency Fund,0.08,0.6,6256.0,0.52,0.08,0.02,1.93,5005.0,31.15
Young Salaried,29,Salaried,33250.0,15628.0,8645.0,133332.0,76403.0,75810.0,5410440.0,Wealth Creation,0.26,0.47,17622.0,0.19,8.53,0.19,13.56,8977.0,66.04
Freelancer,28,Freelancer,45548.0,35983.0,9110.0,227285.0,207463.0,38260.0,6515186.0,Wealth Creation,0.2,0.79,9565.0,0.38,6.32,0.07,11.92,455.0,53.26
Mid Career,34,Salaried,190156.0,96980.0,70358.0,1068677.0,2014021.0,1802679.0,28021388.0,Children Education,0.37,0.51,93176.0,0.88,11.02,0.79,12.28,22818.0,70.94
Student,23,Student,13672.0,8203.0,1504.0,10938.0,6732.0,6563.0,549614.0,Emergency Fund,0.11,0.6,5469.0,0.04,1.33,0.04,3.35,3965.0,39.74
Young Salaried,22,Salaried,42632.0,17905.0,13216.0,153049.0,126897.0,179054.0,5842289.0,Buy a Car,0.31,0.42,24727.0,0.25,8.55,0.35,11.42,11511.0,67.53
Disciplined Saver,46,Freelancer,33734.0,17542.0,15855.0,321822.0,47416.0,340039.0,5796851.0,Wealth Creation,0.47,0.52,16192.0,0.12,18.35,0.84,14.32,337.0,81.17
Student,20,Student,10050.0,6231.0,1407.0,3316.0,27336.0,6030.0,255672.0,Emergency Fund,0.14,0.62,3819.0,0.23,0.53,0.05,2.12,2412.0,37.44
Student,23,Student,15838.0,10928.0,317.0,9820.0,41825.0,3801.0,427626.0,Emergency Fund,0.02,0.69,4910.0,0.22,0.9,0.02,2.25,4593.0,32.15
High Income High Debt,41,Business,936111.0,805055.0,65528.0,3538500.0,11861071.0,2696000.0,168387647.0,Debt Reduction,0.07,0.86,131056.0,1.06,4.4,0.24,14.99,65528.0,41.09
Mid Career,36,Salaried,109409.0,50328.0,30635.0,867613.0,524201.0,879648.0,21426659.0,Children Education,0.28,0.46,59081.0,0.4,17.24,0.67,16.32,28446.0,73.58
Disciplined Saver,34,Salaried,54230.0,27115.0,27115.0,420825.0,63524.0,299350.0,10744048.0,Wealth Creation,0.5,0.5,27115.0,0.1,15.52,0.46,16.51,0.0,80.55
Mid Career,33,Salaried,175256.0,68350.0,45567.0,904321.0,2118483.0,883290.0,29716407.0,Children Education,0.26,0.39,106906.0,1.01,13.23,0.42,14.13,61339.0,66.38
Mid Career,33,Salaried,92009.0,34043.0,24842.0,698348.0,2516614.0,828081.0,16727236.0,Children Education,0.27,0.37,57966.0,2.28,20.51,0.75,15.15,33124.0,57.98
Mid Career,42,Salaried,109262.0,55724.0,43705.0,835854.0,734969.0,275340.0,23679261.0,Children Education,0.4,0.51,53538.0,0.56,15.0,0.21,18.06,9833.0,76.88
